prompt	generated_text	model_name	temperature	num_beams	index_paraphrase	altered_text
Today I am feeling	"Today I am feeling extremely blessed and grateful to have received an invitation from God to be a witness for him to the world. I can't believe it. My heart is literally blown up. It's so humbling to me and I'm so thankful for everything that God has done for me. I'm thankful for what God's done. Now, God is giving me a message from him and we're going to share that message with the entire world through my testimony."" (Emphasis added.) (See also D&C 1:8–14; 2 Nephi 28:25–29, and 3 Nephs 26:1–10; Alma 33:4.) This is the first of a series of letters I will be writing to help those who are being asked to become witnesses. In addition, I hope that some of you will help us share this wonderful testimony and show that it can be shared by everyone. As we share it with people in our homes, schools, workplaces, etc., it will"	gpt2	2.0681240552569227	4	3	Today I am feeling extremely blessed and grateful to have received an invitation from God to be a witness for him to the world.I cant believe it.My heart is literally blown up.Its so humbling to me and Im so thankful for everything that God has done for me.Im thankful for what Gods done.Now God is giving me a message from him and were going to share that message with the entire world through my testimony.Emphasis added.See also DC 1814 2 Nephi 282529 and 3 Nephs 26110 Alma 334.This is the first of a series of letters I will be writing to help those who are being asked to become witnesses.In addition I hope that some of you will help us share this wonderful testimony and show that it can be shared by everyone
Today I am feeling	"Today I am feeling better with each step and have gained a lot of flexibility and better body awareness which will only improve my overall strength and fitness"". It is likely that she can take another 30-50-plus lifts on Wednesday before going to the park, if there's space available and then she might add another five or seven squats per work session or try her hand for a full deadlift. For her first day she could have four full squats or three cleans on Monday - that depends how the bar was handled on the day you finished. ""That will show how much she knows about pushing yourself. And you want her to think this isn't normal"". You're going to make her think it's just not normal. She does have something important and powerful in your training room which can help speed up the progress you get in that area - in fact I would rather this girl train than sit and watch as she is only in charge of three squats - it is the biggest single reason to train. I'm sure"	gpt2	4.182210795046058	5	4	Today I am feeling better with each step and have gained a lot of flexibility and better body awareness which will only improve my overall strength and fitness.It is likely that she can take another 3050plus lifts on Wednesday before going to the park if theres space available and then she might add another five or seven squats per work session or try her hand for a full deadlift.For her first day she could have four full squats or three cleans on Monday  that depends how the bar was handled on the day you finished.That will show how much she knows about pushing yourself.And you want her to think this isnt normal.Youre going to make her think its just not normal.She does have something important and powerful in your training room which can help speed up the progress you get in that area  in fact I would rather this girl train than sit and watch as she is only in charge of three squats  it is the biggest single reason to train
Today I am feeling	Today I am feeling great and I want to thank all of you for all the support you have given me and my family. I will be back to work this week and will try to get some rest. You all are in my thoughts and prayers. Thank you all for your well wishes and support. I thank you for your wishes and your endorsement. This has been the hardest week of my life and it has not been easy for me or my wife. We have been blessed to have so many people who have supported us through this difficult time. It is a privilege to be a part of this great country of the United States of America. Please keep us in your thoughts as we deal with these difficult times. May God bless you and keep you in his good graces. My sincerest wishes for a speedy recovery. Sincerely yours, Mike Pence, President-elect Donald Trump, Vice President - Indiana, U.S. House of Representatives - 21st District, Washington, D.C. Mr. Speaker,	gpt2	1.3655006721038299	4	3	Today I am feeling great and I want to thank all of you for all the support you have given me and my family.I will be back to work this week and will try to get some rest.You all are in my thoughts and prayers.Thank you all for your well wishes and support.I thank you for your wishes and your endorsement.This has been the hardest week of my life and it has not been easy for me or my wife.We have been blessed to have so many people who have supported us through this difficult time.It is a privilege to be a part of this great country of the United States of America.Please keep us in your thoughts as we deal with these difficult times.May God bless you and keep you in his good graces.My sincerest wishes for a speedy recovery
Today I am feeling	"Today I am feeling extremely uncomfortable. My stomach was feeling slightly tight, it didn't hurt, no diarrhea yet…it just…well…"" The man finally reached the restroom at last and exited the toilet room as soon as they all were finished. He put up with them to get ready, because his pants had already taken up nearly the whole size bag that came with the shirt of their clothes. He had to prepare them for the weariness. Because his pants had to have a nearly all-the-white dress. With the tattered shirt now exposed by some of that tanned dirt and grease and dirt mixed in, and not washed off at all in two years…there really wasn't much to wash them, so no matter how dirty their shirts had got they could always be washed and changed so he knew they had some more than a few stains. In addition if they kept it long it could easily come apart on his trousers and it would not hold together in case he did a walk, or walked outside to"	gpt2	4.831056435732717	3	2	Today I am feeling extremely uncomfortable.My stomach was feeling slightly tight it didnt hurt no diarrhea yetit justwell The man finally reached the restroom at last and exited the toilet room as soon as they all were finished.He put up with them to get ready because his pants had already taken up nearly the whole size bag that came with the shirt of their clothes.He had to prepare them for the weariness.Because his pants had to have a nearly allthewhite dress.With the tattered shirt now exposed by some of that tanned dirt and grease and dirt mixed in and not washed off at all in two yearsthere really wasnt much to wash them so no matter how dirty their shirts had got they could always be washed and changed so he knew they had some more than a few stains
Today I am feeling	"Today I am feeling a little better. I'm going to take a few days off, but I'll be back in a couple of weeks. We'll see what happens. It's a tough time for a lot of people, and it's tough for me as well. But I've got to go out there and play. That's what I have to do"". I have to do that. There's no other way. If I don't, I won't be able to play in the World Cup. So I need to make sure I get back as soon as possible. Hopefully I can play some of the games this week and then we'll go from there"". The match against the USA will be the first time the two teams have met since the opening match of last year's Gold Cup, when the U.S. lost 1-0 to Mexico. ""It's always good to get a win against a good team like that,"" said Klinsmann. The USA's next match"	gpt2	0.9839851113333293	5	5	Today I am feeling a little better.Im going to take a few days off but Ill be back in a couple of weeks.Well see what happens.Its a tough time for a lot of people and its tough for me as well.But Ive got to go out there and play.Thats what I have to do.I have to do that.Theres no other way.If I dont I wont be able to play in the World Cup.So I need to make sure I get back as soon as possible.Hopefully I can play some of the games this week and then well go from there.The match against the USA will be the first time the two teams have met since the opening match of last years Gold Cup when the US lost 10 to Mexico.Its always good to get a win against a good team like that said Klinsmann
Today I am feeling	"Today I am feeling a little better. I'm still not 100% but I feel like I can do it. It's just a matter of getting back on the horse and getting out there and doing what I need to do to get back to where I want to be"". He added: ""I'm not going to sit here and say I don't feel good. That's not the case. But I've got to make sure that I do the things that are necessary to help me get to that point. ""It's a process. ""This is going to be a process."" You can't just be sitting here saying you're feeling great. You've still got a long way to go. He's still a young player who has a lot of work to put in before he's ready to take on a full-time role in the NRL. The fact he hasn't played a game since round one is a bit of a bummer for him. In fact, it's one of the reasons he"	gpt2	0.9956930093382318	5	6	Today I am feeling a little better.Im still not 100 but I feel like I can do it.Its just a matter of getting back on the horse and getting out there and doing what I need to do to get back to where I want to be.He added Im not going to sit here and say I dont feel good.Thats not the case.But Ive got to make sure that I do the things that are necessary to help me get to that point.Its a process.This is going to be a process.You cant just be sitting here saying youre feeling great.Youve still got a long way to go.Hes still a young player who has a lot of work to put in before hes ready to take on a fulltime role in the NRL.The fact he hasnt played a game since round one is a bit of a bummer for him
Today I am feeling	Today I am feeling a lot better. I'm feeling better than I have in a long time. It's been a tough year, but I think I've learned a few things that I can apply to the next one. That's all I really want to say. Thank you all for your support and kind words. You guys are the best. Thanks to all my fans, friends, and family for being there for me through this tough time and keeping me going. And thank you to my teammates, coaches, teammates' families, my coaches and teammates for their support. And thank you, my friends, my teachers, my friends, my friends. All of you have been amazing and I appreciate all the love and support I get from you. This is my first time doing a Q&A, so I hope you guys have a great time reading through it. If you're not familiar with me, you can check out my bio at http://bit.ly/2aIqD	gpt2	0.9912957676658024	4	7	Today I am feeling a lot better.Im feeling better than I have in a long time.Its been a tough year but I think Ive learned a few things that I can apply to the next one.Thats all I really want to say.Thank you all for your support and kind words.You guys are the best.Thanks to all my fans friends and family for being there for me through this tough time and keeping me going.And thank you to my teammates coaches teammates families my coaches and teammates for their support.And thank you my friends my teachers my friends my friends.All of you have been amazing and I appreciate all the love and support I get from you.This is my first time doing a QA so I hope you guys have a great time reading through it
Today I am feeling	"Today I am feeling a little better. I have been able to sleep for about an hour and a half now and I feel a lot better"". He said that he was feeling better because of the painkillers he had been taking. ""I am not going to lie, I did not want to go to the hospital. But I had to. It was the only way to get some relief"". ""It's been a long time since I've had a good night's sleep,"" he said. 'My night's sleep has been very long,' he said. He added that it was difficult for him to talk about the incident because he is still in shock. The incident occurred on the morning of September 11, 2001, when the plane crashed into the World Trade Center in New York. In the days that followed, the United States was attacked by al-Qaeda terrorists. More than 3,000 people were killed in the attacks, including more than 200 Americans. On September 15, 2002, President George W."	gpt2	1.0021172084040406	5	6	Today I am feeling a little better.I have been able to sleep for about an hour and a half now and I feel a lot better.He said that he was feeling better because of the painkillers he had been taking.I am not going to lie I did not want to go to the hospital.But I had to.It was the only way to get some relief.Its been a long time since Ive had a good nights sleep he said.My nights sleep has been very long he said.He added that it was difficult for him to talk about the incident because he is still in shock.The incident occurred on the morning of September 11 2001 when the plane crashed into the World Trade Center in New York.In the days that followed the United States was attacked by alQaeda terrorists.More than 3000 people were killed in the attacks including more than 200 Americans.On September 15 2002 President George W
Today I am feeling	"Today I am feeling really great today and I've had a feeling like I have cancer for a few days,"" said the actress who had just wrapped a production of Les Misérables in France. ""But then I felt fine again and it was like a big light bulb just went off — it's my cancer! It was a miracle that I even felt like this. I've been feeling like a miracle. You know, when I look down in the bathroom after I wash up I'll think, 'If I could go back to school at the same time and do everything my way again…' Then I just thought 'I am so glad my family, and even my kids are going through this because if I was in high school I probably wouldn't even be feeling this way right now.'"" (AP) ""I feel good and happy and at peace, because you feel like you have been fighting against cancer since the beginning of time,"" another woman said. (CNBC) 4:45 A.M"	gpt2	2.604344445339832	3	2	Today I am feeling really great today and Ive had a feeling like I have cancer for a few days said the actress who had just wrapped a production of Les Misrables in France.But then I felt fine again and it was like a big light bulb just went off  its my cancer.It was a miracle that I even felt like this.Ive been feeling like a miracle.You know when I look down in the bathroom after I wash up Ill think If I could go back to school at the same time and do everything my way again Then I just thought I am so glad my family and even my kids are going through this because if I was in high school I probably wouldnt even be feeling this way right now.AP I feel good and happy and at peace because you feel like you have been fighting against cancer since the beginning of time another woman said
Today I am feeling	"Today I am feeling a bit better, but I still have a lot of work to do. I will be back in the gym in a few days and will try to get back on track"". ""I am going to try and get some rest and take some time off. It's been a long time since I have been able to train and I want to make sure I'm ready for the next fight"". It's been a long time to train, and I want to be ready to go to fighting again. The UFC announced on Monday that ""Mighty Mouse"" will return to the Octagon on June 5th in Las Vegas, Nevada. ""It's something I've been waiting for for a while, to fight again"", he said. He has had a tough time in his last two fights, losing to ""The Ultimate Fighter"" winner, Josh Koscheck, by decision and then losing a close decision to Michael Bisping in November 2013. However, ""Rampage"" is"	gpt2	1.098201412386433	5	3	Today I am feeling a bit better but I still have a lot of work to do.I will be back in the gym in a few days and will try to get back on track.I am going to try and get some rest and take some time off.Its been a long time since I have been able to train and I want to make sure Im ready for the next fight.Its been a long time to train and I want to be ready to go to fighting again.The UFC announced on Monday that Mighty Mouse will return to the Octagon on June 5th in Las Vegas Nevada.Its something Ive been waiting for for a while to fight again he said.He has had a tough time in his last two fights losing to The Ultimate Fighter winner Josh Koscheck by decision and then losing a close decision to Michael Bisping in November 2013
The thing I like most in the world is	"The thing I like most in the world is being with girls. I don't mind if my partner or my friend is a couple because what matters at times in relationships are being a close emotional group. My partner or my friend is a couple of people because we're in a very emotional relationship. But we have this feeling about them where they are important because there's chemistry. This is not the way that society or people would like me as someone to view myself, I guess that means being able to express more than just ""friending."" And you have that as yourself. The difference is, the one who is friends is somebody you are with, with someone you want to have a good time. People say, you guys were dating when we didn't live together, how do you make the change to a real relationship?"" So they have these problems because they really feel like their relationships have no chemistry or nothing, it was an excuse not to share and they feel they're somehow less important then it's a way"	gpt2	4.042676770359693	3	1	The thing I like most in the world is being with girls.I dont mind if my partner or my friend is a couple because what matters at times in relationships are being a close emotional group.My partner or my friend is a couple of people because were in a very emotional relationship.But we have this feeling about them where they are important because theres chemistry.This is not the way that society or people would like me as someone to view myself I guess that means being able to express more than just friending.And you have that as yourself.The difference is the one who is friends is somebody you are with with someone you want to have a good time.People say you guys were dating when we didnt live together how do you make the change to a real relationship
The thing I like most in the world is	"The thing I like most in the world is the fact that I'm the only one who can do it,"" he said. ""I don't know how many times I've been told, 'You can't do this, you can only do that.'I mean, it's just not true. It's like, what the hell do you want to do? I can go out and do anything I want. I just want people to know that there are people out there who are willing to work hard, who will do whatever it takes to get it done. And I think that's what we're going to see in a lot of these elections. People are going out, they're willing, and they'll do what they've got to, even if it means they have to take a little bit of a risk. The humans are willing to do what they need to do, and they are prepared to take the risks. That's the way it should be, that is what I believe."""	gpt2	0.9581184916047133	4	7	The thing I like most in the world is the fact that Im the only one who can do it he said.I dont know how many times Ive been told You cant do this you can only do that.I mean its just not true.Its like what the hell do you want to do.I can go out and do anything I want.I just want people to know that there are people out there who are willing to work hard who will do whatever it takes to get it done.And I think thats what were going to see in a lot of these elections.People are going out theyre willing and theyll do what theyve got to even if it means they have to take a little bit of a risk.The humans are willing to do what they need to do and they are prepared to take the risks
The thing I like most in the world is	"The thing I like most in the world is the fact that I'm able to do what I want. I don't have to worry about what other people think about me, and I can do whatever I feel like doing. I'm not afraid of what others are thinking of me, and I'm doing what I want. That's why I love it so much."" He added, ""I've had a lot of success in my life, but I've never had the opportunity to have a life where I didn't want to be doing something. And that's what makes me happy, that people are interested in me and want me to continue doing it. It's the only thing that makes life worth living."" The actor went on to say that he has a ""great deal of respect for people who are successful, because they know how to live their lives and they're willing to work hard for what they want."" In addition to his role as the Joker in ""The Dark Knight Rises,"" the actor has also"	gpt2	1.0043394914711539	4	1	The thing I like most in the world is the fact that Im able to do what I want.I dont have to worry about what other people think about me and I can do whatever I feel like doing.Im not afraid of what others are thinking of me and Im doing what I want.Thats why I love it so much.He added Ive had a lot of success in my life but Ive never had the opportunity to have a life where I didnt want to be doing something.And thats what makes me happy that people are interested in me and want me to continue doing it.Its the only thing that makes life worth living.The actor went on to say that he has a great deal of respect for people who are successful because they know how to live their lives and theyre willing to work hard for what they want
The thing I like most in the world is	The thing I like most in the world is my family and my friends. I love my parents, my wife, and all of the people who love and support me. I'm in love with my parents, my wife, and people that love me. That's what keeps me going, to be able to give back to those people. So I've always been proud of that, that's why I want to get back on the football field. It's not a matter of, 'Oh, I can't play anymore.' There's a reason why, because I have a passion for the game. My passion is football. When it comes down to it, it's about my passion. And I don't want it to go away, but I'll be there every single day and help my teammates and the guys that I care about. Hopefully, when I get to the next level of playing, they'll understand the reason I did it the way I went about it. But it is what it	gpt2	1.4356861517097292	3	1	The thing I like most in the world is my family and my friends.I love my parents my wife and all of the people who love and support me.Im in love with my parents my wife and people that love me.Thats what keeps me going to be able to give back to those people.So Ive always been proud of that thats why I want to get back on the football field.Its not a matter of Oh I cant play anymore.Theres a reason why because I have a passion for the game.My passion is football.When it comes down to it its about my passion.And I dont want it to go away but Ill be there every single day and help my teammates and the guys that I care about.Hopefully when I get to the next level of playing theyll understand the reason I did it the way I went about it
The thing I like most in the world is	"The thing I like most in the world is the fact that I'm not alone. I don't have to be the only one who feels this way. I'm not alone in my feelings. There are people out there who feel the same way I do. So, I want to do everything I can to make sure that other people feel that way, too. That's why I decided to write this book. It's not just for me, it's for the rest of us. And I hope that by sharing my story, others will be able to find the strength and courage to tell their own stories. If we can all find that strength, we'll all be a lot better off than we are now. Thank you for reading, and thank you to all the people who have shared their stories with me over the years. You've made my life so much better. -Marianne Weil, author of the book ""The Secret Life of Your Brain"" and ""Your Brain on Food"""	gpt2	0.9716895184296191	5	1	The thing I like most in the world is the fact that Im not alone.I dont have to be the only one who feels this way.Im not alone in my feelings.There are people out there who feel the same way I do.So I want to do everything I can to make sure that other people feel that way too.Thats why I decided to write this book.Its not just for me its for the rest of us.And I hope that by sharing my story others will be able to find the strength and courage to tell their own stories.If we can all find that strength well all be a lot better off than we are now.Thank you for reading and thank you to all the people who have shared their stories with me over the years.Youve made my life so much better
The thing I like most in the world is	"The thing I like most in the world is the fact that I can do anything I want to do. I don't have to worry about what other people think of me, or what they think I should be doing. If I wanted to be a doctor, I could be one. I could be one of them if I wanted to become a doctor. But I'm not, and I won't ever be. And that's okay. That's the beauty of it. It's not like I've got to change who I am. The only difference is that now I have the ability to choose what I do with my life. So I guess that makes me a little bit of a rebel. You know, when I was a kid, my mom used to say, ""Don't be like your parents."" And I always thought, well, why would I be different from my parents? And then I realized that it wasn't that different. My parents were just like me. They just happened to have different"	gpt2	1.0359914298508606	5	2	The thing I like most in the world is the fact that I can do anything I want to do.I dont have to worry about what other people think of me or what they think I should be doing.If I wanted to be a doctor I could be one.I could be one of them if I wanted to become a doctor.But Im not and I wont ever be.And thats okay.Thats the beauty of it.Its not like Ive got to change who I am.The only difference is that now I have the ability to choose what I do with my life.So I guess that makes me a little bit of a rebel.You know when I was a kid my mom used to say Dont be like your parents.And I always thought well why would I be different from my parents.And then I realized that it wasnt that different.My parents were just like me
